Class,R_sw_3_h_2,K_sw_3_h_2,RorK_sw_3_h_2,R_sw_5_h_2,RorK_sw_3_h_2,K_sw_5_h_2,RorK_sw_5_h_2,R_sw_2_h_2,K_sw_2_h_2,RorK_sw_2_h_2,D_sw_10_h_2,E_sw_5_h_2,DorE_sw_10_h_2,length,frac_R,frac_K,frac_D,frac_E
DNA,0,0,0.020408163,0.013605442,0.020408163,0.020408163,0.115646259,0,0,0.006802721,0.224489796,0,0.285714286,147,0.054421769,0.054421769,0.081632653,0.020408163
DNA,0.056074766,0.009345794,0.102803738,0.093457944,0.102803738,0.046728972,0.224299065,0.018691589,0,0.018691589,0,0.046728972,0.308411215,107,0.102803738,0.074766355,0.009345794,0.102803738
DNA,0.00661157,0.014876033,0.042975207,0.018181818,0.042975207,0.051239669,0.104132231,0.003305785,0.004958678,0.019834711,0.109090909,0.084297521,0.323966942,605,0.049586777,0.066115702,0.051239669,0.07768595
DNA,0.024691358,0.098765432,0.135802469,0.061728395,0.135802469,0.203703704,0.265432099,0.00617284,0.043209877,0.061728395,0.074074074,0.061728395,0.444444444,162,0.043209877,0.135802469,0.067901235,0.086419753
DNA,0.001362398,0.010899183,0.032697548,0.014986376,0.032697548,0.035422343,0.072207084,0,0.004087193,0.010899183,0.089918256,0.004087193,0.241144414,734,0.04359673,0.047683924,0.058583106,0.032697548
DNA,0.009628611,0.011004127,0.038514443,0.020632737,0.038514443,0.031636864,0.085281981,0.004126547,0.005502063,0.01650619,0.112792297,0.013755158,0.235213205,727,0.044016506,0.050894085,0.055020633,0.037138927
DNA,0.017889088,0.019677996,0.053667263,0.048300537,0.053667263,0.037567084,0.118067979,0.007155635,0.008944544,0.023255814,0.062611807,0.030411449,0.241502683,559,0.084078712,0.04293381,0.04293381,0.050089445
DNA,0.013888889,0,0.041666667,0.069444444,0.041666667,0,0.111111111,0,0,0.013888889,0,0.013888889,0.166666667,72,0.069444444,0.027777778,0.013888889,0.069444444
DNA,0.006289308,0.016771488,0.035639413,0.012578616,0.035639413,0.037735849,0.064989518,0.004192872,0.006289308,0.016771488,0.14884696,0.029350105,0.285115304,477,0.037735849,0.035639413,0.073375262,0.035639413
DNA,0.013888889,0,0.041666667,0.027777778,0.041666667,0,0.069444444,0,0,0.013888889,0.208333333,0.111111111,0.375,72,0.041666667,0.083333333,0.083333333,0.097222222
DNA,0,0,0,0.025316456,0,0,0.063291139,0,0,0,0.17721519,0.012658228,0.367088608,79,0.101265823,0.025316456,0.088607595,0.063291139
DNA,0.012096774,0.046370968,0.068548387,0.032258065,0.068548387,0.110887097,0.173387097,0.004032258,0.014112903,0.024193548,0.120967742,0.02016129,0.274193548,496,0.056451613,0.096774194,0.064516129,0.034274194
DNA,0.041860465,0,0.041860465,0.102325581,0.041860465,0,0.106976744,0.018604651,0,0.018604651,0.144186047,0.023255814,0.339534884,215,0.120930233,0.013953488,0.046511628,0.060465116
DNA,0.034934498,0,0.056768559,0.069868996,0.056768559,0.008733624,0.11790393,0.013100437,0,0.021834061,0.122270742,0.091703057,0.480349345,229,0.096069869,0.030567686,0.056768559,0.104803493
DNA,0.009433962,0.014150943,0.050314465,0.020440252,0.050314465,0.040880503,0.119496855,0.003144654,0.004716981,0.018867925,0.091194969,0.077044025,0.316037736,636,0.047169811,0.06918239,0.047169811,0.080188679
DNA,0.036764706,0.029411765,0.154411765,0.102941176,0.154411765,0.080882353,0.404411765,0.014705882,0.014705882,0.066176471,0.044117647,0.014705882,0.205882353,136,0.125,0.117647059,0.029411765,0.051470588
DNA,0.044117647,0.014705882,0.139705882,0.125,0.139705882,0.044117647,0.360294118,0.014705882,0.007352941,0.058823529,0.044117647,0.014705882,0.205882353,136,0.132352941,0.095588235,0.029411765,0.051470588
DNA,0.044117647,0.014705882,0.139705882,0.125,0.139705882,0.044117647,0.360294118,0.014705882,0.007352941,0.058823529,0.044117647,0.014705882,0.205882353,136,0.132352941,0.095588235,0.029411765,0.051470588
DNA,0.044117647,0.014705882,0.139705882,0.125,0.139705882,0.044117647,0.360294118,0.014705882,0.007352941,0.058823529,0.044117647,0.014705882,0.205882353,136,0.132352941,0.095588235,0.029411765,0.051470588
DNA,0.044444444,0,0.125925926,0.125925926,0.125925926,0.014814815,0.333333333,0.014814815,0,0.051851852,0.044444444,0.014814815,0.207407407,135,0.133333333,0.081481481,0.02962963,0.051851852
DNA,0.044117647,0.029411765,0.139705882,0.139705882,0.139705882,0.073529412,0.375,0.014705882,0.014705882,0.058823529,0.044117647,0.014705882,0.205882353,136,0.132352941,0.102941176,0.029411765,0.051470588
DNA,0,0.01618123,0.03236246,0.009708738,0.03236246,0.055016181,0.1197411,0,0.003236246,0.009708738,0.055016181,0.055016181,0.275080906,309,0.077669903,0.061488673,0.045307443,0.061488673
DNA,0,0.041062802,0.06763285,0.004830918,0.06763285,0.101449275,0.142512077,0,0.016908213,0.026570048,0.198067633,0.077294686,0.415458937,414,0.033816425,0.077294686,0.074879227,0.084541063
DNA,0.013513514,0.016216216,0.045945946,0.040540541,0.045945946,0.040540541,0.108108108,0.005405405,0.005405405,0.016216216,0.091891892,0.043243243,0.408108108,370,0.056756757,0.048648649,0.059459459,0.07027027
DNA,0.012987013,0.008658009,0.034632035,0.034632035,0.034632035,0.023809524,0.0995671,0.004329004,0.006493506,0.017316017,0.082251082,0.032467532,0.25974026,462,0.051948052,0.058441558,0.043290043,0.058441558
DNA,0.025641026,0.025641026,0.076923077,0.051282051,0.076923077,0.064102564,0.166666667,0.012820513,0.012820513,0.038461538,0.08974359,0.025641026,0.294871795,78,0.038461538,0.076923077,0.064102564,0.051282051
DNA,0.011363636,0.011363636,0.039772727,0.022727273,0.039772727,0.051136364,0.096590909,0.005681818,0.005681818,0.022727273,0.073863636,0.079545455,0.392045455,176,0.045454545,0.056818182,0.051136364,0.113636364
DNA,0.006163328,0.023112481,0.047765794,0.016949153,0.047765794,0.061633282,0.12788906,0.003081664,0.009244992,0.020030817,0.073959938,0.035439137,0.366718028,649,0.036979969,0.092449923,0.049306626,0.073959938
DNA,0.025641026,0,0.038461538,0.08974359,0.038461538,0,0.115384615,0,0,0,0.038461538,0.076923077,0.333333333,78,0.102564103,0.025641026,0.038461538,0.08974359
DNA,0.001788909,0.017889088,0.026833631,0.007155635,0.026833631,0.041144902,0.073345259,0,0.003577818,0.007155635,0.069767442,0.08765653,0.277280859,559,0.033989267,0.057245081,0.041144902,0.075134168
DNA,0.008196721,0.008196721,0.037704918,0.018032787,0.037704918,0.037704918,0.108196721,0.001639344,0.001639344,0.013114754,0.067213115,0.036065574,0.350819672,610,0.040983607,0.075409836,0.052459016,0.072131148
DNA,0.008797654,0,0.032258065,0.032258065,0.032258065,0.002932551,0.096774194,0.005865103,0,0.014662757,0.061583578,0.073313783,0.390029326,341,0.073313783,0.04398827,0.04398827,0.082111437
DNA,0.012400354,0.04428698,0.083259522,0.031886625,0.083259522,0.10894597,0.19663419,0.004428698,0.018600531,0.033658105,0.169176262,0.088573959,0.491585474,1129,0.054030115,0.105403012,0.072630647,0.095659876
DNA,0,0,0.015037594,0,0.015037594,0,0.030075188,0,0,0.007518797,0,0,0.007518797,133,0.045112782,0.037593985,0.007518797,0.015037594
DNA,0.01010101,0.005050505,0.04040404,0.03030303,0.04040404,0.035353535,0.156565657,0,0,0.01010101,0.095959596,0.025252525,0.181818182,198,0.060606061,0.080808081,0.04040404,0.04040404
DNA,0.023809524,0.055555556,0.111111111,0.055555556,0.111111111,0.134920635,0.214285714,0.007936508,0.015873016,0.03968254,0.007936508,0.055555556,0.214285714,126,0.063492063,0.111111111,0.023809524,0.087301587
DNA,0.018604651,0.011627907,0.055813953,0.039534884,0.055813953,0.027906977,0.118604651,0.004651163,0.004651163,0.023255814,0.044186047,0.072093023,0.276744186,430,0.051162791,0.048837209,0.039534884,0.06744186
DNA,0,0.058219178,0.068493151,0.017123288,0.068493151,0.133561644,0.178082192,0,0.02739726,0.02739726,0.095890411,0.089041096,0.503424658,292,0.044520548,0.106164384,0.068493151,0.099315068
DNA,0.011764706,0.005882353,0.033333333,0.035294118,0.033333333,0.017647059,0.092156863,0.003921569,0,0.01372549,0.150980392,0.043137255,0.37254902,510,0.054901961,0.041176471,0.056862745,0.074509804
DNA,0.018867925,0.008385744,0.033542977,0.048218029,0.033542977,0.016771488,0.092243187,0.006289308,0.002096436,0.014675052,0.1278826,0.027253669,0.34591195,477,0.060796646,0.046121593,0.056603774,0.077568134
DNA,0.007863696,0.005242464,0.0327654,0.023591088,0.0327654,0.017038008,0.090432503,0.001310616,0.001310616,0.009174312,0.057667104,0.065530799,0.314547837,763,0.04587156,0.057667104,0.041939712,0.076015727
DNA,0.002,0.016,0.042,0.02,0.042,0.046,0.11,0,0.01,0.022,0.078,0.04,0.294,500,0.05,0.062,0.048,0.066
DNA,0.00087108,0.06010453,0.092334495,0.006097561,0.092334495,0.162891986,0.236062718,0,0.021777003,0.038327526,0.135017422,0.067944251,0.386759582,1148,0.042682927,0.138501742,0.06358885,0.079268293
DNA,0.001412429,0.036723164,0.053672316,0.004237288,0.053672316,0.083333333,0.124293785,0,0.015536723,0.025423729,0.134180791,0.063559322,0.401129944,708,0.038135593,0.088983051,0.06779661,0.080508475
DNA,0.007672634,0.00511509,0.030690537,0.046035806,0.030690537,0.017902813,0.094629156,0,0,0.012787724,0.056265985,0.007672634,0.202046036,391,0.066496164,0.035805627,0.04859335,0.038363171
DNA,0.006557377,0.042622951,0.068852459,0.016393443,0.068852459,0.108196721,0.170491803,0.003278689,0.016393443,0.019672131,0.160655738,0.039344262,0.42295082,305,0.036065574,0.118032787,0.075409836,0.06557377
DNA,0,0.007561437,0.024574669,0,0.024574669,0.028355388,0.06805293,0,0,0.009451796,0.139886578,0.037807183,0.393194707,529,0.035916824,0.051039698,0.06805293,0.060491493
DNA,0.013779528,0.001968504,0.039370079,0.043307087,0.039370079,0.00984252,0.102362205,0.003937008,0,0.013779528,0.088582677,0.049212598,0.287401575,508,0.072834646,0.043307087,0.053149606,0.053149606
DNA,0.035634744,0.004454343,0.048997773,0.080178174,0.048997773,0.011135857,0.113585746,0.011135857,0.002227171,0.017817372,0.020044543,0.037861915,0.220489978,449,0.071269488,0.033407572,0.040089087,0.06013363
DNA,0.012381646,0.002913328,0.023306628,0.034959942,0.023306628,0.009468318,0.053168245,0.004369993,0.000728332,0.008739985,0.048798252,0.008011653,0.122359796,1373,0.052439913,0.027676621,0.042971595,0.035688274
DNA,0.02745098,0.015686275,0.066666667,0.074509804,0.066666667,0.045098039,0.162745098,0.011764706,0.005882353,0.029411765,0.074509804,0.076470588,0.417647059,510,0.070588235,0.068627451,0.058823529,0.082352941
DNA,0.027681661,0.006920415,0.038062284,0.058823529,0.038062284,0.01384083,0.093425606,0.01384083,0.003460208,0.020761246,0.103806228,0.010380623,0.307958478,289,0.079584775,0.034602076,0.062283737,0.055363322
DNA,0.022900763,0.022900763,0.06870229,0.061068702,0.06870229,0.038167939,0.160305344,0.015267176,0.015267176,0.038167939,0.06870229,0.122137405,0.358778626,131,0.083969466,0.061068702,0.045801527,0.099236641
DNA,0.00456621,0.00456621,0.03652968,0.050228311,0.03652968,0.01369863,0.105022831,0,0,0.01826484,0.04109589,0.059360731,0.273972603,219,0.109589041,0.02739726,0.02283105,0.073059361
DNA,0.012787724,0.007672634,0.040920716,0.030690537,0.040920716,0.028132992,0.109974425,0.00511509,0.002557545,0.015345269,0.098465473,0.042199488,0.342710997,782,0.04859335,0.063938619,0.056265985,0.063938619
DNA,0,0.027842227,0.034802784,0.004640371,0.034802784,0.078886311,0.097447796,0,0.009280742,0.011600928,0.05800464,0.030162413,0.241299304,431,0.020881671,0.07424594,0.041763341,0.051044084
DNA,0.006493506,0.002164502,0.038961039,0.023809524,0.038961039,0.008658009,0.103896104,0,0,0.010822511,0.075757576,0.04978355,0.287878788,462,0.054112554,0.056277056,0.045454545,0.060606061
DNA,0.007575758,0.012987013,0.04004329,0.024891775,0.04004329,0.038961039,0.103896104,0.002164502,0.003246753,0.015151515,0.130952381,0.038961039,0.369047619,924,0.048701299,0.067099567,0.062770563,0.063852814
DNA,0.021825397,0.011904762,0.05952381,0.067460317,0.05952381,0.049603175,0.176587302,0.005952381,0.003968254,0.025793651,0.113095238,0.027777778,0.359126984,504,0.069444444,0.069444444,0.06547619,0.061507937
DNA,0.0125,0.002777778,0.022222222,0.041666667,0.022222222,0.009722222,0.083333333,0.002777778,0.001388889,0.005555556,0.123611111,0.0625,0.409722222,720,0.083333333,0.033333333,0.052777778,0.081944444
DNA,0.013586957,0.008152174,0.048913043,0.032608696,0.048913043,0.029891304,0.116847826,0.002717391,0.002717391,0.019021739,0.051630435,0.04076087,0.277173913,368,0.038043478,0.070652174,0.035326087,0.0625
DNA,0,0.038461538,0.053846154,0.007692308,0.053846154,0.069230769,0.153846154,0,0.023076923,0.030769231,0.092307692,0.084615385,0.453846154,130,0.069230769,0.069230769,0.046153846,0.107692308
DNA,0.002309469,0.006928406,0.034642032,0.013856813,0.034642032,0.025404157,0.099307159,0,0.002309469,0.011547344,0.115473441,0.048498845,0.454965358,433,0.043879908,0.071593533,0.066974596,0.076212471
DNA,0.004920049,0.022140221,0.039360394,0.009840098,0.039360394,0.050430504,0.089790898,0.001230012,0.009840098,0.018450185,0.066420664,0.006150062,0.17097171,813,0.027060271,0.057810578,0.044280443,0.03198032
DNA,0.009345794,0.004672897,0.042056075,0.051401869,0.042056075,0.014018692,0.163551402,0.004672897,0,0.014018692,0,0.056074766,0.359813084,214,0.088785047,0.060747664,0.042056075,0.08411215
DNA,0.021276596,0.021276596,0.071808511,0.045212766,0.071808511,0.050531915,0.14893617,0.005319149,0.007978723,0.029255319,0.087765957,0.082446809,0.369680851,376,0.055851064,0.061170213,0.042553191,0.079787234
DNA,0.014492754,0.028985507,0.079710145,0.036231884,0.079710145,0.050724638,0.18115942,0.007246377,0.02173913,0.043478261,0,0.123188406,0.485507246,138,0.065217391,0.101449275,0.036231884,0.144927536
DNA,0.025445293,0.025445293,0.061068702,0.055979644,0.061068702,0.048346056,0.119592875,0.007633588,0.012722646,0.025445293,0.1043257,0.040712468,0.366412214,393,0.066157761,0.050890585,0.050890585,0.076335878
DNA,0.025839793,0.036175711,0.080103359,0.056847545,0.080103359,0.069767442,0.149870801,0.007751938,0.018087855,0.036175711,0.056847545,0.067183463,0.387596899,387,0.062015504,0.062015504,0.043927649,0.082687339
DNA,0.014388489,0.021582734,0.050359712,0.035971223,0.050359712,0.057553957,0.122302158,0.007194245,0.007194245,0.028776978,0.100719424,0.064748201,0.366906475,139,0.050359712,0.071942446,0.050359712,0.086330935
DNA,0,0.012345679,0.037037037,0.024691358,0.037037037,0.061728395,0.135802469,0,0,0.012345679,0.24691358,0,0.407407407,81,0.061728395,0.074074074,0.086419753,0.074074074
DNA,0.020632737,0.041265475,0.100412655,0.053645117,0.100412655,0.099037139,0.199449794,0.008253095,0.015130674,0.041265475,0.112792297,0.112792297,0.436038514,727,0.061898212,0.089408528,0.055020633,0.107290234
DNA,0.039634146,0.024390244,0.103658537,0.111280488,0.103658537,0.06554878,0.24695122,0.010670732,0.009146341,0.035060976,0.172256098,0.068597561,0.477134146,656,0.108231707,0.070121951,0.070121951,0.088414634
DNA,0.034525277,0.002466091,0.046855734,0.094944513,0.046855734,0.009864365,0.128236745,0.012330456,0,0.016029593,0.051787916,0.087546239,0.478421702,811,0.101109741,0.030826141,0.043156597,0.110974106
DNA,0.011286682,0.014672686,0.050790068,0.029345372,0.050790068,0.041760722,0.118510158,0.003386005,0.004514673,0.021444695,0.077878104,0.056433409,0.292325056,886,0.0496614,0.060948081,0.046275395,0.079006772
DNA,0.011520737,0.011520737,0.039170507,0.034562212,0.039170507,0.034562212,0.105990783,0.004608295,0.002304147,0.013824885,0.080645161,0.023041475,0.294930876,434,0.046082949,0.059907834,0.039170507,0.069124424
DNA,0.016949153,0,0.059322034,0.033898305,0.059322034,0,0.127118644,0.008474576,0,0.025423729,0,0.084745763,0.186440678,118,0.042372881,0.06779661,0.025423729,0.076271186
DNA,0,0.01754386,0.023391813,0.011695906,0.023391813,0.023391813,0.035087719,0,0.011695906,0.011695906,0.058479532,0.076023392,0.368421053,171,0.058479532,0.052631579,0.046783626,0.093567251
DNA,0.004587156,0.009174312,0.03440367,0.016055046,0.03440367,0.02293578,0.098623853,0.002293578,0.004587156,0.01146789,0.135321101,0.059633028,0.321100917,436,0.050458716,0.052752294,0.064220183,0.059633028
DNA,0.016574586,0.027624309,0.055248619,0.049723757,0.055248619,0.066298343,0.129834254,0.005524862,0.011049724,0.022099448,0.055248619,0.099447514,0.428176796,362,0.05801105,0.049723757,0.046961326,0.104972376
DNA,0.025157233,0.003144654,0.044025157,0.053459119,0.044025157,0.01572327,0.103773585,0.012578616,0,0.025157233,0.185534591,0.031446541,0.421383648,318,0.078616352,0.028301887,0.078616352,0.059748428
DNA,0,0.055137845,0.127819549,0.025062657,0.127819549,0.162907268,0.278195489,0,0.020050125,0.050125313,0.085213033,0.097744361,0.531328321,399,0.062656642,0.13283208,0.047619048,0.122807018
DNA,0.028985507,0.014492754,0.086956522,0.072463768,0.086956522,0.043478261,0.202898551,0.014492754,0.014492754,0.043478261,0.144927536,0.086956522,0.550724638,69,0.115942029,0.101449275,0.072463768,0.101449275
DNA,0,0.003289474,0.019736842,0.023026316,0.019736842,0.013157895,0.092105263,0,0,0.006578947,0.059210526,0.0625,0.305921053,304,0.059210526,0.049342105,0.032894737,0.078947368
DNA,0.006802721,0.020408163,0.054421769,0.020408163,0.054421769,0.074829932,0.142857143,0,0.006802721,0.027210884,0,0.054421769,0.380952381,147,0.034013605,0.102040816,0.047619048,0.095238095
DNA,0.015957447,0,0.050531915,0.039893617,0.050531915,0.029255319,0.130319149,0.007978723,0,0.02393617,0.10106383,0.034574468,0.353723404,376,0.063829787,0.069148936,0.058510638,0.061170213
DNA,0.024647887,0.024647887,0.066901408,0.063380282,0.066901408,0.066901408,0.123239437,0.01056338,0.007042254,0.031690141,0.042253521,0.031690141,0.169014085,284,0.056338028,0.056338028,0.031690141,0.049295775
DNA,0.009416196,0.008474576,0.044256121,0.035781544,0.044256121,0.030131827,0.130885122,0.003766478,0.001883239,0.017890772,0.056497175,0.069679849,0.377589454,1062,0.06873823,0.054613936,0.051789077,0.077212806
DNA,0.006734007,0.026936027,0.057239057,0.019360269,0.057239057,0.070707071,0.143939394,0.002525253,0.010942761,0.021885522,0.085858586,0.063131313,0.335858586,1188,0.045454545,0.09006734,0.046296296,0.072390572
DNA,0.011737089,0.011737089,0.042253521,0.035211268,0.042253521,0.035211268,0.115023474,0.004694836,0.002347418,0.014084507,0.115023474,0.023474178,0.312206573,426,0.051643192,0.0657277,0.046948357,0.063380282
DNA,0.00754717,0.00754717,0.030188679,0.018867925,0.030188679,0.018867925,0.060377358,0.003773585,0.003773585,0.01509434,0.067924528,0.01509434,0.233962264,265,0.041509434,0.033962264,0.052830189,0.041509434
DNA,0,0.03030303,0.060606061,0,0.060606061,0.090909091,0.166666667,0,0.015151515,0.03030303,0,0.060606061,0.166666667,66,0.045454545,0.121212121,0.045454545,0.045454545
DNA,0.002020202,0.004040404,0.032323232,0.026262626,0.032323232,0.01010101,0.086868687,0,0.002020202,0.012121212,0.052525253,0.058585859,0.323232323,495,0.060606061,0.044444444,0.046464646,0.078787879
DNA,0.016759777,0.01396648,0.05027933,0.039106145,0.05027933,0.036312849,0.097765363,0.002793296,0.002793296,0.01396648,0.081005587,0.036312849,0.282122905,358,0.058659218,0.041899441,0.041899441,0.058659218
DNA,0.012222222,0.007777778,0.031111111,0.04,0.031111111,0.026666667,0.092222222,0.001111111,0.002222222,0.011111111,0.096666667,0.063333333,0.342222222,900,0.057777778,0.042222222,0.052222222,0.07
DNA,0,0.025316456,0.037974684,0.025316456,0.037974684,0.063291139,0.126582278,0,0.012658228,0.012658228,0.025316456,0,0.405063291,79,0.050632911,0.113924051,0.050632911,0.101265823
DNA,0.008941878,0.007451565,0.028315946,0.035767511,0.028315946,0.022354694,0.093889717,0.004470939,0.002980626,0.011922504,0.0804769,0.089418778,0.438152012,671,0.068554396,0.047690015,0.050670641,0.096870343
DNA,0,0.043731778,0.075801749,0.005830904,0.075801749,0.119533528,0.209912536,0,0.014577259,0.026239067,0.078717201,0.04664723,0.300291545,343,0.043731778,0.131195335,0.037900875,0.072886297
DNA,0.007440476,0.008928571,0.032738095,0.019345238,0.032738095,0.023809524,0.077380952,0.00297619,0.00297619,0.011904762,0.151785714,0.035714286,0.34375,672,0.032738095,0.058035714,0.069940476,0.06547619
DNA,0.013986014,0,0.062937063,0.062937063,0.062937063,0.027972028,0.146853147,0.006993007,0,0.020979021,0,0.027972028,0.307692308,143,0.076923077,0.062937063,0.048951049,0.076923077
DNA,0,0.013636364,0.045454545,0.018181818,0.045454545,0.022727273,0.113636364,0,0.004545455,0.018181818,0.072727273,0.027272727,0.345454545,220,0.068181818,0.072727273,0.054545455,0.072727273
DNA,0.006097561,0.005081301,0.020325203,0.016260163,0.020325203,0.021341463,0.057926829,0.00304878,0.00101626,0.009146341,0.058943089,0.039634146,0.270325203,984,0.037601626,0.052845528,0.034552846,0.055894309
DNA,0.011527378,0.014409222,0.043227666,0.037463977,0.043227666,0.051873199,0.100864553,0,0.002881844,0.017291066,0.043227666,0.040345821,0.239193084,347,0.040345821,0.051873199,0.028818444,0.063400576
DNA,0.020316027,0.020316027,0.054176072,0.045146727,0.054176072,0.040632054,0.103837472,0.009029345,0.006772009,0.020316027,0.036117381,0.020316027,0.11738149,443,0.0496614,0.047404063,0.029345372,0.027088036
DNA,0,0.011494253,0.022988506,0,0.022988506,0.097701149,0.149425287,0,0,0,0.057471264,0.068965517,0.247126437,174,0.040229885,0.126436782,0.040229885,0.063218391
DNA,0.008097166,0.020242915,0.052631579,0.016194332,0.052631579,0.064777328,0.12145749,0.004048583,0.008097166,0.020242915,0.259109312,0.016194332,0.417004049,247,0.048582996,0.08097166,0.089068826,0.056680162
